Version,3.0.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
porflowStand,por,flowStand,Fluxo padronizado,Este tratamento de dados padroniza o valor da medição para as vazões.,NA,3.0.0,3.0.0,added in V3.0.0,
porflowUnitSet,por,flowUnitSet,Conjunto de unidades de taxa de fluxo de volume,Unidade definida para medições de vazão volumétrica.,NA,2.0.0,2.0.0,added in V2.0.0,
porflowVol,por,flowVol,Volume de fluxo,Volume do influente.,NA,2.0.0,2.0.0,added in V2.0.0,
porflu,por,flu,Medida do vírus da gripe,Medida geral do vírus influenza,Esta medida só deve ser usada se não houver outra medida para o vírus influenza. Consulte groupID = virusMisc. Use uma nota para descrever a medida específica usada.,2.0.0,2.0.0,added in V2.0.0,
porfluA,por,fluA,Vírus da gripe A,Vírus influenza A.,NA,2.1.0,2.1.0,added in V2.1.0,
porfluA1,por,fluA1,Vírus da gripe A1,Tipo A1 do vírus influenza,NA,2.0.0,2.0.0,added in V2.0.0,
porfluA1A2c,por,fluA1A2c,Vírus da gripe A1 e A2 combinados,"Medida dos vírus influenza A1 e A2 combinados, geralmente devido a um único canal de fluorescência.",NA,2.0.0,2.0.0,added in V2.0.0,
porfluA2,por,fluA2,Vírus da gripe A2,Tipo A2 do vírus influenza,NA,2.0.0,2.0.0,added in V2.0.0,
porfluAGrp,por,fluAGrp,Grupo de vírus da gripe A,Um grupo de medidas/métodos relacionados aos vírus influenza A.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
porfluB,por,fluB,Vírus da gripe B,Tipo B do vírus influenza,NA,2.0.0,2.0.0,added in V2.0.0,
porfluBGrp,por,fluBGrp,Grupo do Vírus Influenza B,Um grupo de medidas/métodos relacionados aos vírus influenza B.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
porfluGrp,por,fluGrp,Grupo Geral do Vírus Influenza,Um grupo de medidas/métodos relacionados aos vírus influenza em geral.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
porfluH5hema,por,fluH5hema,Gene da hemaglutinina H5 da Influenza A,"Medida do gene da hemaglutinina H5 do Vírus da Influenza Aviária Altamente Patogênico (HPAIV), o subtipo H5N1 do Vírus Influenza A (IAV).",NA,2.2.0,2.2.0,added in V2.2.0,
porfluIAVm,por,fluIAVm,Gene M da Influenza A,"Uma medida do gene M encontrado nos vírus Influenza A (IAV). O vírus possui genoma de RNA segmentado e o sétimo segmento, o gene M, codifica duas proteínas. M1 é uma proteína de matriz e M2 é uma proteína de membrana. O gene M pode estar envolvido na determinação do tropismo do hospedeiro.",NA,2.2.0,2.2.0,added in V2.2.0,
porfluiDpcr,por,fluiDpcr,PCR digital Fluidigm,Descreve uma análise de PCR realizada utilizando a tecnologia de PCR digital da FluidIGM.,NA,2.0.0,2.0.0,added in V2.0.0,
porfluN1neur,por,fluN1neur,Gene da neuraminidase N1 da Influenza A,"Medida do gene da neuraminidase N1 do Vírus da Influenza Aviária Altamente Patogênico (HPAIV), o subtipo H5N1 do Vírus Influenza A (IAV).",NA,2.2.0,2.2.0,added in V2.2.0,
porflye,por,flye,Flye,"Um software de sequenciamento que é um montador para dados de leitura longa, particularmente eficaz em dados de sequenciamento de nanoporos.",NA,3.0.0,3.0.0,added in V3.0.0,
porfnmiLevel,por,fnmiLevel,Agregação em nível de território das Primeiras Nações/assentamento Métis no local,"Especifica que uma bacia hidrográfica/local representa todo um território ou reserva das Primeiras Nações, ou um assentamento Métis.",NA,3.0.0,3.0.0,added in V3.0.0,
porfnu,por,fnu,Unidade nefelométrica de formazina,Unidade nefelométrica de formazina (FNU),NA,3.0.0,3.0.0,added in V3.0.0,
porfoggy,por,foggy,Neblina,"Categoria qualitativa para a medida climática, especificando um dia com neblina ou neblina.",NA,2.0.0,2.0.0,added in V2.0; github issue #124 and #204,
porfoot,por,foot,Pés,Pé (pés),NA,3.0.0,3.0.0,added in V3.0.0,
porfqtrim,por,fqtrim,Fqtrim,"Uma ferramenta rápida de processamento de dados de sequenciamento para remoção de adaptadores, ajuste de qualidade e controle de qualidade.",NA,3.0.0,3.0.0,added in V3.0.0,
porfraction,por,fraction,Fração analisada,Fração da amostra que é analisada.,NA,1.0.0,2.0.0,"description wording, structure",
porfractionInput,por,fractionInput,Entrada de fração (tabela ampla),O partID da fração usada em um nome amplo.,NA,2.2.0,2.2.0,added in V2.2.0,
porfractionName,por,fractionName,Nome da fração (tabela ampla),A fração analisada referenciada para o nome amplo.,NA,2.2.0,2.2.0,added in V2.2.0,
porfractionSet,por,fractionSet,Conjunto de frações de amostra,"definido para a fração da amostra (sólida, líquida, etc.).",NA,2.0.0,2.0.0,added in V2.0.0,
porfrcBam,por,frcBam,FRCbam,Uma ferramenta de pipeline de controle de qualidade para sequenciamento de dados que avalia a qualidade da leitura e as métricas de qualidade da montagem do genoma para dados de alto rendimento.,NA,3.0.0,3.0.0,added in V3.0.0,
porfreyja,por,freyja,Freyja Script,Script Freyja para sequenciamento.,NA,2.0.0,2.0.0,added in V2.0.0,
porfRNABact,por,fRNABact,F- Bacteriófagos de RNA específicos,Uma medida para a quantidade de bacteriófagos de RNA F-Específicos.,NA,2.0.0,2.0.0,added in V2.0.0,
porfRNAColi,por,fRNAColi,F+ RNA coliphage,Colifago de RNA F+,NA,2.2.0,2.2.0,added in V2.2.0,
porfrnaG2,por,frnaG2,"Bacteriófagos de RNA específicos de F, G2",Uma medida para a quantidade de bacteriófagos de RNA F-Específicos G2.,NA,2.0.0,2.0.0,added in V2.0.0,
porfrozen,por,frozen,Amostra congelada,A amostra foi congelada antes da análise ou processamento.,NA,2.0.0,2.0.0,added in V2.0.0,
porfst,por,fst,Temperatura da amostra de campo,Temperatura em que a amostra é armazenada enquanto está sendo amostrada. Este campo é relevante principalmente para amostras compostas que são mantidas à temperatura ambiente ou refrigeradas durante a amostragem.,NA,1.0.0,2.0.0,NA,
porfTularensis,por,fTularensis,Francisella tularensis,Francisella tularensis,NA,2.2.0,2.2.0,added in V2.2.0,
porfullDictionarySheetSet,por,fullDictionarySheetSet,Conjunto completo de folhas de dicionário,Planilhas no dicionário completo do Excel.,O dicionário completo é `ODM_full-dictionary.xlxs,2.0.0,2.0.0,added in V2.0.0,
porfunderCont,por,funderCont,ID de contato do financiador,Um identificador exclusivo para um financiador.,NA,2.0.0,2.0.0,added in V2.0.0,
porfunderID,por,funderID,ID da agência financiadora,A agência financiadora do conjunto de dados.,Use o ID da organização para preencher este campo e a tabela de organizações para descrever as informações de contato e outros detalhes da agência financiadora.,2.0.0,2.0.0,added in V2.0; github issue #205,
porg215c,por,g215c,g215c alvo de gene delta-variante,Alvo do gene da mutação da variante delta g215c,NA,2.0.0,2.0.0,added in V2.0.0,
porg339d,por,g339d,g339d alvo de gene omicron-variante,Alvo do gene da mutação da variante ômicron g339d,NA,2.0.0,2.0.0,added in V2.0.0,
porg496s,por,g496s,g496s alvo de gene omicron-variante,Alvo do gene da mutação da variante ômicron g496s,NA,2.0.0,2.0.0,added in V2.0.0,
porg662s,por,g662s,g662s alvo de gene delta-variante,Alvo do gene da mutação da variante delta g662s,NA,2.0.0,2.0.0,added in V2.0.0,
porgam,por,gam,Gamma,P.1,NA,2.0.0,2.0.0,added in V2.0.0,
porgas,por,gas,Classe de gás,Medidas e métodos relacionados a gás e gases.,NA,2.0.0,2.0.0,added in V2.0.0,
porgauss,por,gauss,Distribuição gaussiana padronizada/normalizada,"Padronize os dados para uma distribuição gaussiana/normal, de modo que os dados tenham uma média de zero e um desvio padrão de um.",NA,3.0.0,3.0.0,added in V3.0.0,
porgc,por,gc,Cópias de genes,Cópias de genes ou variantes,NA,1.0.0,2.0.0,added in V2.0.0,
porgcCrA,por,gcCrA,Cópias de genes por cópia do crAssphage,Cópias de genes ou variantes por cópia de crAssphage.,NA,1.0.0,2.0.0,description wording.,
porgcDay,por,gcDay,Cópias de genes por dia,Unidade de medida do número de cópias de genes por dia.,NA,3.0.0,3.0.0,added in V3.0.0,
porgcDay100k,por,gcDay100k,"Cópias de genes por dia por 100, 000 pessoas",A unidade de medida que reflete as cópias de genes por dia por 100.000 pessoas na população.,NA,2.0.0,2.0.0,added in V2.0.0,
porgCGS,por,gCGS,Cópias de genes por grama de sólidos,Cópias de genes ou variantes por grama de sólidos.,NA,1.0.0,2.0.0,description wording.,
porgcL,por,gcL,Cópias de genes por L,Cópias de genes ou variantes por litro.,NA,1.0.0,2.0.0,description wording.,
porgcMl,por,gcMl,Cópias de genes por mL,Cópias de genes ou variantes por mililitro de solução.,NA,1.0.0,2.0.0,description wording.,
porgcMl100k,por,gcMl100k,Cópias de genes por mililitro por 100.000 pessoas,Unidade de medida do número de cópias de genes por mililitro por 100.000 pessoas.,NA,3.0.0,3.0.0,added in V3.0.0,
porgcPpmov,por,gcPpmov,Cópias de genes por cópia de PMMoV,Cópias de genes ou variantes por cópia de PMMoV.,NA,1.0.0,2.0.0,description wording.,
porgcRx,por,gcRx,Cópias de genes por reação,Cópias de genes ou variantes por reação em PCR,NA,3.0.0,3.0.0,added in V3.0.0,
porgemMapper,por,gemMapper,GEM Mapper,GEM Mapper. Um mapeador de leitura especializado. Ferramenta de alinhamento de alta velocidade e precisão para leituras curtas. Ideal para: Aplicações genômicas com leituras curtas.,NA,3.0.0,3.0.0,added in V3.0.0,
porgenBank,por,genBank,GenBank Archives,Arquivos GenBank.,NA,3.0.0,3.0.0,added in V3.0.0,
porgenComplete,por,genComplete,completude do genoma,A porcentagem de genes esperados identificados no genoma a ser sequenciado. Genes ausentes indicam regiões genômicas ausentes (incompletude) nos dados.,Forneça a completude do genoma como uma porcentagem (não é necessário incluir unidades).,3.0.0,3.0.0,added in V3.0.0,
porgeneious,por,geneious,Geneious,"Software de sequenciamento popular para montagem, alinhamento e geração de sequências de consenso.",NA,3.0.0,3.0.0,added in V3.0.0,
porgeneticUnitSet,por,geneticUnitSet,Conjunto de unidades genéticas,Conjunto de unidades para medições relacionadas à genética.,NA,2.0.0,2.0.0,added in V2.0.0,
porgenMissingnessSet,por,genMissingnessSet,Conjunto de falta geral,O conjunto geral para valores ausentes.,NA,2.0.0,2.0.0,added in V2.0.0,
porgenoTyphi,por,genoTyphi,GenoTyphi,GenoTyphi. Foco: MLST específico e sorotipagem para Salmonella Typhi. Aplicações: Investigações de surtos e epidemiologia. Características: Altamente especializado para Salmonella tifoide.,NA,3.0.0,3.0.0,added in V3.0.0,
porgenQualitySet,por,genQualitySet,Conjunto de sinalizadores de qualidade genérica,Um conjunto de qualidade para especificar quaisquer preocupações genéricas de qualidade sobre uma medida ou amostra.,NA,1.0.0,2.0.0,"description wording, structure",
porgeoEPSG,por,geoEPSG,Coordenadas do European Petroleum Survey Group,O código EPSG exclusivo que especifica uma determinada área geoespacial.,NA,2.0.0,2.0.0,added in V2.0.0,
porgeoLat,por,geoLat,Latitude,"Localização geográfica, latitude em coordenadas decimais, ou seja: (45.424721)",NA,1.0.0,2.0.0,NA,
porgeoLong,por,geoLong,Longitude,"Localização geográfica, longitude em coordenadas decimais, ou seja: (-75.695000)",NA,1.0.0,2.0.0,NA,
porgeoType,por,geoType,Tipo de geografia,Tipo de geografia representado pelo polígono.,NA,1.0.0,2.0.0,"description wording, structure",
porgeoTypeSet,por,geoTypeSet,Conjunto geográfico,definido para diferentes tipos de componentes geográficos.,NA,2.0.0,2.0.0,added in V2.0.0,
porgeoWKT,por,geoWKT,Texto bem conhecido,Texto conhecido do polígono,NA,1.0.0,2.0.0,"description wording, structure",
porgfdl13,por,gfdl13,GNU Free Documentation License v1. 3,O licenciamento da medida ou conjunto de dados é gerenciado sob a Licença de Documentação Livre GNU v1.3.,NA,2.2.0,2.2.0,added in V2.2.0,
porgisaid,por,gisaid,Global Initiative on Sharing All Influenza Data (GISAID) archives,Arquivos da Iniciativa Global para Compartilhamento de Todos os Dados da Gripe (GISAID).,NA,3.0.0,3.0.0,added in V3.0.0,
porgithub,por,github,GitHub,Armazenamento externo de dados no GitHub.,NA,3.0.0,3.0.0,added in V3.0.0,
porgkg,por,gkg,Grama por quilograma,grama por quilograma (g/kg),NA,3.0.0,3.0.0,added in V3.0.0,
porgL,por,gL,Grama por litro,grama por litro (g/L),NA,3.0.0,3.0.0,added in V3.0.0,
porglycerol10,por,glycerol10,10% Glycerol Solution,Solução de Glicerol a 10% - Crioprotetor comum para armazenamento bacteriano e viral em amostras ambientais.,NA,3.0.0,3.0.0,added in V3.0.0,
porgm3,por,gm3,Grama por metro cúbico,Unidade de densidade.,Usado para umidade absoluta e outras medidas.,2.0.0,2.0.0,added in V2.0.0,
porgmap,por,gmap,GMAP,GMAP. Um mapeador de leitura especializado. Um alinhador de leitura longa para mapeamento genômico.,NA,3.0.0,3.0.0,added in V3.0.0,
porgmn,por,gmn,Média geométrica,Média geométrica.,NA,1.0.0,2.0.0,NA,
porgNgTS,por,gNgTS,Nitrogênio por sólidos totais,nitrogênio por sólidos totais (gN/gTS),NA,3.0.0,3.0.0,added in V3.0.0,
porgonococcusGrp,por,gonococcusGrp,Gonococcus Group,Um grupo de medidas/métodos relacionados à bactéria gonococo.,Usado para descrever as informações do organismo para medidas gerais.,2.2.0,2.2.0,added in V2.2.0,
porgovt,por,govt,Agência governamental,"A categoria do tipo de organização usada para agências governamentais, programas ou órgãos públicos.",NA,2.0.0,2.0.0,added in V2.0.0,
porgPergTS,por,gPergTS,Gramas por sólidos totais,Gramas por sólidos totais (g/gTS),NA,3.0.0,3.0.0,added in V3.0.0,
porgpl20,por,gpl20,GNU General Public License v2.0,O licenciamento da medida ou conjunto de dados é gerenciado pela Licença Pública Geral GNU v2.0.,NA,2.2.0,2.2.0,added in V2.2.0,
porgpl30,por,gpl30,GNU General Public License v3.0,O licenciamento da medida ou conjunto de dados é gerenciado pela Licença Pública Geral GNU v3.0.,NA,2.2.0,2.2.0,added in V2.2.0,
porgPO43gTS,por,gPO43gTS,Ortofosfato por sólidos totais,ortofosfato por sólidos totais (gPO43–/gTS),NA,3.0.0,3.0.0,added in V3.0.0,
porgPO4PgTS,por,gPO4PgTS,Ortofosfato como fósforo por sólidos totais,ortofosfato como fósforo por sólidos totais (gPO4-P/gTS),NA,3.0.0,3.0.0,added in V3.0.0,
porgrabInst,por,grabInst,Amostradores de grão,Instrumentos de amostragem por amostragem; coletar manualmente uma única amostra em um determinado momento.,NA,3.0.0,3.0.0,added in V3.0.0,
porgrams,por,grams,Gramas,Uma unidade de massa ou peso.,NA,2.0.0,2.0.0,added in V2.0.0,
porgramSt,por,gramSt,Coloração de grama,"Após a coleta da amostra, a coloração de Gram é colorida em roxo. Em seguida, um solvente é adicionado à coloração. Quando o solvente se combina com bactérias em uma amostra, estas permanecem roxas ou se tornam rosa ou vermelhas. Se as bactérias permanecerem roxas, são Gram-positivas. Se as bactérias ficarem rosa ou vermelhas, são Gram-negativas.",NA,3.0.0,3.0.0,added in V3.0.0,
porgraphmap,por,graphmap,GraphMap,GraphMap. Um mapeador específico para leitura longa. Alinhador de leitura longa otimizado para leituras altamente propensas a erros. Ideal para: Montagens de novo usando dados de leitura longa.,NA,3.0.0,3.0.0,added in V3.0.0,
porgraSet,por,graSet,Decantação por gravidade,"Descreve a separação de sólidos de uma amostra de águas residuais, onde o material da amostra é deixado sedimentar por gravidade e, em seguida, separado.",NA,2.0.0,2.0.0,added in V2.0.0,
porgrb,por,grb,Amostra de grão,Uma única amostra representativa grande.,"Se a amostra foi coletada ao longo de uma série de horas ou é uma amostra composta, use partID = comp",1.0.0,2.0.0,"description wording, structure",
porgritCham,por,gritCham,Câmara de grão ,"Uma bacia de sedimentação no tratamento de águas residuais que remove partículas inorgânicas pesadas (por exemplo, areia, cascalho) antes do tratamento biológico.",NA,3.0.0,3.0.0,added in V3.0.0,
